"signal_id","opcua_node_id","display_name_pt_br","description_pt_br","area_code","area_name_pt_br","equipment_id","equipment_name_pt_br","scope","loop_id","analytical_role","data_type","engineering_unit","nominal_cadence_seconds","normal_range","scenario_relevance","context_for_loop_ids"
"SIG-0001","ns=2;s=Plant.ControlLoops.FIC-101.PV","PV — Vazão de carga da unidade","Variável de processo medida: Vazão de alimentação.","FEED","Alimentação e pré-aquecimento","FIC-101","Vazão de carga da unidade","control_loop","FIC-101","cpm.pv","number","m³/h","30","0..1000","normal.steady","FIC-101"
"SIG-0393","ns=2;s=Plant.Areas.STEAM.Equipment.TG-601.VIBRATION","Vibração do eixo — Turbogerador","Vibração do eixo de contexto do equipamento Turbogerador. Condição mecânica do rotor.","STEAM","Vapor, combustível e energia","TG-601","Turbogerador","plant_context","","","number","mm/s","5","0..25","Condição mecânica do rotor.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0394","ns=2;s=Plant.Areas.STEAM.Equipment.TG-601.BEARING_TEMPERATURE","Temperatura do mancal — Turbogerador","Temperatura do mancal de contexto do equipamento Turbogerador. Condição térmica dos mancais.","STEAM","Vapor, combustível e energia","TG-601","Turbogerador","plant_context","","","number","°C","10","0..150","Condição térmica dos mancais.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0395","ns=2;s=Plant.Areas.STEAM.Equipment.TG-601.STATUS","Estado do turbogerador — Turbogerador","Estado do turbogerador de contexto do equipamento Turbogerador. Estado operacional do conjunto.","STEAM","Vapor, combustível e energia","TG-601","Turbogerador","plant_context","","","string","state","10","OFF|SYNC|ONLINE|TRIP","Estado operacional do conjunto.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0396","ns=2;s=Plant.Areas.STEAM.Equipment.FGH-601.PRESSURE","Pressão — Cabeçalho de gás combustível","Pressão de contexto do equipamento Cabeçalho de gás combustível. Balanço entre oferta e demanda da rede.","STEAM","Vapor, combustível e energia","FGH-601","Cabeçalho de gás combustível","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0397","ns=2;s=Plant.Areas.STEAM.Equipment.FGH-601.TEMPERATURE","Temperatura — Cabeçalho de gás combustível","Temperatura de contexto do equipamento Cabeçalho de gás combustível. Condição térmica compartilhada pelos consumidores.","STEAM","Vapor, combustível e energia","FGH-601","Cabeçalho de gás combustível","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0398","ns=2;s=Plant.Areas.STEAM.Equipment.FGH-601.FLOW","Vazão total — Cabeçalho de gás combustível","Vazão total de contexto do equipamento Cabeçalho de gás combustível. Carga total transportada pelo cabeçalho.","STEAM","Vapor, combustível e energia","FGH-601","Cabeçalho de gás combustível","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0399","ns=2;s=Plant.Areas.STEAM.Equipment.FGH-601.DEMAND","Demanda estimada — Cabeçalho de gás combustível","Demanda estimada de contexto do equipamento Cabeçalho de gás combustível. Demanda agregada dos consumidores conectados.","STEAM","Vapor, combustível e energia","FGH-601","Cabeçalho de gás combustível","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0400","ns=2;s=Plant.Areas.STEAM.Equipment.FGH-601.STATUS","Estado operacional — Cabeçalho de gás combustível","Estado operacional de contexto do equipamento Cabeçalho de gás combustível. Estado factual calculado para o cabeçalho.","STEAM","Vapor, combustível e energia","FGH-601","Cabeçalho de gás combustível","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","PIC-601;PIC-602;FIC-603;TIC-604;PIC-605"
"SIG-0401","ns=2;s=Plant.Areas.UTIL.Equipment.CWH-701.PRESSURE","Pressão — Cabeçalho de água de resfriamento","Pressão de contexto do equipamento Cabeçalho de água de resfriamento. Balanço entre oferta e demanda da rede.","UTIL","Água de resfriamento, ar e nitrogênio","CWH-701","Cabeçalho de água de resfriamento","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0402","ns=2;s=Plant.Areas.UTIL.Equipment.CWH-701.TEMPERATURE","Temperatura — Cabeçalho de água de resfriamento","Temperatura de contexto do equipamento Cabeçalho de água de resfriamento. Condição térmica compartilhada pelos consumidores.","UTIL","Água de resfriamento, ar e nitrogênio","CWH-701","Cabeçalho de água de resfriamento","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0403","ns=2;s=Plant.Areas.UTIL.Equipment.CWH-701.FLOW","Vazão total — Cabeçalho de água de resfriamento","Vazão total de contexto do equipamento Cabeçalho de água de resfriamento. Carga total transportada pelo cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","CWH-701","Cabeçalho de água de resfriamento","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0404","ns=2;s=Plant.Areas.UTIL.Equipment.CWH-701.DEMAND","Demanda estimada — Cabeçalho de água de resfriamento","Demanda estimada de contexto do equipamento Cabeçalho de água de resfriamento. Demanda agregada dos consumidores conectados.","UTIL","Água de resfriamento, ar e nitrogênio","CWH-701","Cabeçalho de água de resfriamento","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0405","ns=2;s=Plant.Areas.UTIL.Equipment.CWH-701.STATUS","Estado operacional — Cabeçalho de água de resfriamento","Estado operacional de contexto do equipamento Cabeçalho de água de resfriamento. Estado factual calculado para o cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","CWH-701","Cabeçalho de água de resfriamento","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0406","ns=2;s=Plant.Areas.UTIL.Equipment.CT-701.SUPPLY_TEMPERATURE","Temperatura de fornecimento — Torre de resfriamento","Temperatura de fornecimento de contexto do equipamento Torre de resfriamento. Temperatura da água enviada à planta.","UTIL","Água de resfriamento, ar e nitrogênio","CT-701","Torre de resfriamento","plant_context","","","number","°C","30","0..60","Temperatura da água enviada à planta.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0407","ns=2;s=Plant.Areas.UTIL.Equipment.CT-701.RETURN_TEMPERATURE","Temperatura de retorno — Torre de resfriamento","Temperatura de retorno de contexto do equipamento Torre de resfriamento. Temperatura da água recebida dos consumidores.","UTIL","Água de resfriamento, ar e nitrogênio","CT-701","Torre de resfriamento","plant_context","","","number","°C","30","0..80","Temperatura da água recebida dos consumidores.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0408","ns=2;s=Plant.Areas.UTIL.Equipment.CT-701.FAN_SPEED","Velocidade dos ventiladores — Torre de resfriamento","Velocidade dos ventiladores de contexto do equipamento Torre de resfriamento. Demanda agregada dos ventiladores.","UTIL","Água de resfriamento, ar e nitrogênio","CT-701","Torre de resfriamento","plant_context","","","number","%","10","0..100","Demanda agregada dos ventiladores.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0409","ns=2;s=Plant.Areas.UTIL.Equipment.CT-701.BASIN_LEVEL","Nível da bacia — Torre de resfriamento","Nível da bacia de contexto do equipamento Torre de resfriamento. Inventário de água na bacia da torre.","UTIL","Água de resfriamento, ar e nitrogênio","CT-701","Torre de resfriamento","plant_context","","","number","%","60","0..100","Inventário de água na bacia da torre.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0410","ns=2;s=Plant.Areas.UTIL.Equipment.CT-701.STATUS","Estado da torre — Torre de resfriamento","Estado da torre de contexto do equipamento Torre de resfriamento. Estado operacional da torre.","UTIL","Água de resfriamento, ar e nitrogênio","CT-701","Torre de resfriamento","plant_context","","","string","state","30","OFF|PARTIAL|ONLINE|LIMITED","Estado operacional da torre.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0411","ns=2;s=Plant.Areas.UTIL.Equipment.K-701.SUCTION_PRESSURE","Pressão de sucção — Compressor de ar","Pressão de sucção de contexto do equipamento Compressor de ar. Pressão na entrada do compressor.","UTIL","Água de resfriamento, ar e nitrogênio","K-701","Compressor de ar","plant_context","","","number","bar","10","0..100","Pressão na entrada do compressor.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0412","ns=2;s=Plant.Areas.UTIL.Equipment.K-701.DISCHARGE_PRESSURE","Pressão de descarga — Compressor de ar","Pressão de descarga de contexto do equipamento Compressor de ar. Pressão entregue pelo compressor.","UTIL","Água de resfriamento, ar e nitrogênio","K-701","Compressor de ar","plant_context","","","number","bar","10","0..250","Pressão entregue pelo compressor.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0413","ns=2;s=Plant.Areas.UTIL.Equipment.K-701.SPEED","Velocidade — Compressor de ar","Velocidade de contexto do equipamento Compressor de ar. Velocidade do eixo do compressor.","UTIL","Água de resfriamento, ar e nitrogênio","K-701","Compressor de ar","plant_context","","","number","rpm","10","0..15000","Velocidade do eixo do compressor.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0414","ns=2;s=Plant.Areas.UTIL.Equipment.K-701.VIBRATION","Vibração do eixo — Compressor de ar","Vibração do eixo de contexto do equipamento Compressor de ar. Condição mecânica do conjunto rotativo.","UTIL","Água de resfriamento, ar e nitrogênio","K-701","Compressor de ar","plant_context","","","number","mm/s","5","0..25","Condição mecânica do conjunto rotativo.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0415","ns=2;s=Plant.Areas.UTIL.Equipment.K-701.RUNNING","Estado de operação — Compressor de ar","Estado de operação de contexto do equipamento Compressor de ar. Indica se o compressor está em funcionamento.","UTIL","Água de resfriamento, ar e nitrogênio","K-701","Compressor de ar","plant_context","","","boolean","boolean","5","true|false","Indica se o compressor está em funcionamento.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0416","ns=2;s=Plant.Areas.UTIL.Equipment.IAH-701.PRESSURE","Pressão — Cabeçalho de ar de instrumentos","Pressão de contexto do equipamento Cabeçalho de ar de instrumentos. Balanço entre oferta e demanda da rede.","UTIL","Água de resfriamento, ar e nitrogênio","IAH-701","Cabeçalho de ar de instrumentos","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0417","ns=2;s=Plant.Areas.UTIL.Equipment.IAH-701.TEMPERATURE","Temperatura — Cabeçalho de ar de instrumentos","Temperatura de contexto do equipamento Cabeçalho de ar de instrumentos. Condição térmica compartilhada pelos consumidores.","UTIL","Água de resfriamento, ar e nitrogênio","IAH-701","Cabeçalho de ar de instrumentos","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0418","ns=2;s=Plant.Areas.UTIL.Equipment.IAH-701.FLOW","Vazão total — Cabeçalho de ar de instrumentos","Vazão total de contexto do equipamento Cabeçalho de ar de instrumentos. Carga total transportada pelo cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","IAH-701","Cabeçalho de ar de instrumentos","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0419","ns=2;s=Plant.Areas.UTIL.Equipment.IAH-701.DEMAND","Demanda estimada — Cabeçalho de ar de instrumentos","Demanda estimada de contexto do equipamento Cabeçalho de ar de instrumentos. Demanda agregada dos consumidores conectados.","UTIL","Água de resfriamento, ar e nitrogênio","IAH-701","Cabeçalho de ar de instrumentos","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0420","ns=2;s=Plant.Areas.UTIL.Equipment.IAH-701.STATUS","Estado operacional — Cabeçalho de ar de instrumentos","Estado operacional de contexto do equipamento Cabeçalho de ar de instrumentos. Estado factual calculado para o cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","IAH-701","Cabeçalho de ar de instrumentos","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0421","ns=2;s=Plant.Areas.UTIL.Equipment.N2H-701.PRESSURE","Pressão — Cabeçalho de nitrogênio","Pressão de contexto do equipamento Cabeçalho de nitrogênio. Balanço entre oferta e demanda da rede.","UTIL","Água de resfriamento, ar e nitrogênio","N2H-701","Cabeçalho de nitrogênio","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0422","ns=2;s=Plant.Areas.UTIL.Equipment.N2H-701.TEMPERATURE","Temperatura — Cabeçalho de nitrogênio","Temperatura de contexto do equipamento Cabeçalho de nitrogênio. Condição térmica compartilhada pelos consumidores.","UTIL","Água de resfriamento, ar e nitrogênio","N2H-701","Cabeçalho de nitrogênio","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0423","ns=2;s=Plant.Areas.UTIL.Equipment.N2H-701.FLOW","Vazão total — Cabeçalho de nitrogênio","Vazão total de contexto do equipamento Cabeçalho de nitrogênio. Carga total transportada pelo cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","N2H-701","Cabeçalho de nitrogênio","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0424","ns=2;s=Plant.Areas.UTIL.Equipment.N2H-701.DEMAND","Demanda estimada — Cabeçalho de nitrogênio","Demanda estimada de contexto do equipamento Cabeçalho de nitrogênio. Demanda agregada dos consumidores conectados.","UTIL","Água de resfriamento, ar e nitrogênio","N2H-701","Cabeçalho de nitrogênio","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0425","ns=2;s=Plant.Areas.UTIL.Equipment.N2H-701.STATUS","Estado operacional — Cabeçalho de nitrogênio","Estado operacional de contexto do equipamento Cabeçalho de nitrogênio. Estado factual calculado para o cabeçalho.","UTIL","Água de resfriamento, ar e nitrogênio","N2H-701","Cabeçalho de nitrogênio","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","FIC-701;TIC-702;PIC-703;PIC-704;AIC-705"
"SIG-0426","ns=2;s=Plant.Areas.TANK.Equipment.TK-801.LEVEL","Nível — Tanque de petróleo","Nível de contexto do equipamento Tanque de petróleo. Inventário armazenado no tanque.","TANK","Tanques e mistura","TK-801","Tanque de petróleo","plant_context","","","number","%","60","0..100","Inventário armazenado no tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0427","ns=2;s=Plant.Areas.TANK.Equipment.TK-801.TEMPERATURE","Temperatura — Tanque de petróleo","Temperatura de contexto do equipamento Tanque de petróleo. Temperatura média do produto armazenado.","TANK","Tanques e mistura","TK-801","Tanque de petróleo","plant_context","","","number","°C","300","-20..120","Temperatura média do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0428","ns=2;s=Plant.Areas.TANK.Equipment.TK-801.DENSITY","Densidade — Tanque de petróleo","Densidade de contexto do equipamento Tanque de petróleo. Propriedade física do produto armazenado.","TANK","Tanques e mistura","TK-801","Tanque de petróleo","plant_context","","","number","kg/m³","300","500..1200","Propriedade física do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0429","ns=2;s=Plant.Areas.TANK.Equipment.TK-801.TRANSFER_FLOW","Vazão de transferência — Tanque de petróleo","Vazão de transferência de contexto do equipamento Tanque de petróleo. Movimento de entrada ou saída do tanque.","TANK","Tanques e mistura","TK-801","Tanque de petróleo","plant_context","","","number","m³/h","60","0..500","Movimento de entrada ou saída do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0430","ns=2;s=Plant.Areas.TANK.Equipment.TK-801.STATUS","Estado do tanque — Tanque de petróleo","Estado do tanque de contexto do equipamento Tanque de petróleo. Estado operacional do tanque.","TANK","Tanques e mistura","TK-801","Tanque de petróleo","plant_context","","","string","state","60","IDLE|RECEIVING|SENDING|BLOCKED","Estado operacional do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0431","ns=2;s=Plant.Areas.TANK.Equipment.TK-802.LEVEL","Nível — Tanque de produto","Nível de contexto do equipamento Tanque de produto. Inventário armazenado no tanque.","TANK","Tanques e mistura","TK-802","Tanque de produto","plant_context","","","number","%","60","0..100","Inventário armazenado no tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0432","ns=2;s=Plant.Areas.TANK.Equipment.TK-802.TEMPERATURE","Temperatura — Tanque de produto","Temperatura de contexto do equipamento Tanque de produto. Temperatura média do produto armazenado.","TANK","Tanques e mistura","TK-802","Tanque de produto","plant_context","","","number","°C","300","-20..120","Temperatura média do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0433","ns=2;s=Plant.Areas.TANK.Equipment.TK-802.DENSITY","Densidade — Tanque de produto","Densidade de contexto do equipamento Tanque de produto. Propriedade física do produto armazenado.","TANK","Tanques e mistura","TK-802","Tanque de produto","plant_context","","","number","kg/m³","300","500..1200","Propriedade física do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0434","ns=2;s=Plant.Areas.TANK.Equipment.TK-802.TRANSFER_FLOW","Vazão de transferência — Tanque de produto","Vazão de transferência de contexto do equipamento Tanque de produto. Movimento de entrada ou saída do tanque.","TANK","Tanques e mistura","TK-802","Tanque de produto","plant_context","","","number","m³/h","60","0..500","Movimento de entrada ou saída do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0435","ns=2;s=Plant.Areas.TANK.Equipment.TK-802.STATUS","Estado do tanque — Tanque de produto","Estado do tanque de contexto do equipamento Tanque de produto. Estado operacional do tanque.","TANK","Tanques e mistura","TK-802","Tanque de produto","plant_context","","","string","state","60","IDLE|RECEIVING|SENDING|BLOCKED","Estado operacional do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0436","ns=2;s=Plant.Areas.TANK.Equipment.TK-803.LEVEL","Nível — Tanque de slop","Nível de contexto do equipamento Tanque de slop. Inventário armazenado no tanque.","TANK","Tanques e mistura","TK-803","Tanque de slop","plant_context","","","number","%","60","0..100","Inventário armazenado no tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0437","ns=2;s=Plant.Areas.TANK.Equipment.TK-803.TEMPERATURE","Temperatura — Tanque de slop","Temperatura de contexto do equipamento Tanque de slop. Temperatura média do produto armazenado.","TANK","Tanques e mistura","TK-803","Tanque de slop","plant_context","","","number","°C","300","-20..120","Temperatura média do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0438","ns=2;s=Plant.Areas.TANK.Equipment.TK-803.DENSITY","Densidade — Tanque de slop","Densidade de contexto do equipamento Tanque de slop. Propriedade física do produto armazenado.","TANK","Tanques e mistura","TK-803","Tanque de slop","plant_context","","","number","kg/m³","300","500..1200","Propriedade física do produto armazenado.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0439","ns=2;s=Plant.Areas.TANK.Equipment.TK-803.TRANSFER_FLOW","Vazão de transferência — Tanque de slop","Vazão de transferência de contexto do equipamento Tanque de slop. Movimento de entrada ou saída do tanque.","TANK","Tanques e mistura","TK-803","Tanque de slop","plant_context","","","number","m³/h","60","0..500","Movimento de entrada ou saída do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0440","ns=2;s=Plant.Areas.TANK.Equipment.TK-803.STATUS","Estado do tanque — Tanque de slop","Estado do tanque de contexto do equipamento Tanque de slop. Estado operacional do tanque.","TANK","Tanques e mistura","TK-803","Tanque de slop","plant_context","","","string","state","60","IDLE|RECEIVING|SENDING|BLOCKED","Estado operacional do tanque.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0441","ns=2;s=Plant.Areas.TANK.Equipment.BH-801.PRESSURE","Pressão — Cabeçalho de mistura","Pressão de contexto do equipamento Cabeçalho de mistura. Balanço entre oferta e demanda da rede.","TANK","Tanques e mistura","BH-801","Cabeçalho de mistura","plant_context","","","number","bar","30","0..100","Balanço entre oferta e demanda da rede.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0442","ns=2;s=Plant.Areas.TANK.Equipment.BH-801.TEMPERATURE","Temperatura — Cabeçalho de mistura","Temperatura de contexto do equipamento Cabeçalho de mistura. Condição térmica compartilhada pelos consumidores.","TANK","Tanques e mistura","BH-801","Cabeçalho de mistura","plant_context","","","number","°C","60","-20..550","Condição térmica compartilhada pelos consumidores.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0443","ns=2;s=Plant.Areas.TANK.Equipment.BH-801.FLOW","Vazão total — Cabeçalho de mistura","Vazão total de contexto do equipamento Cabeçalho de mistura. Carga total transportada pelo cabeçalho.","TANK","Tanques e mistura","BH-801","Cabeçalho de mistura","plant_context","","","number","t/h","30","0..1000","Carga total transportada pelo cabeçalho.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0444","ns=2;s=Plant.Areas.TANK.Equipment.BH-801.DEMAND","Demanda estimada — Cabeçalho de mistura","Demanda estimada de contexto do equipamento Cabeçalho de mistura. Demanda agregada dos consumidores conectados.","TANK","Tanques e mistura","BH-801","Cabeçalho de mistura","plant_context","","","number","%","60","0..100","Demanda agregada dos consumidores conectados.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0445","ns=2;s=Plant.Areas.TANK.Equipment.BH-801.STATUS","Estado operacional — Cabeçalho de mistura","Estado operacional de contexto do equipamento Cabeçalho de mistura. Estado factual calculado para o cabeçalho.","TANK","Tanques e mistura","BH-801","Cabeçalho de mistura","plant_context","","","string","state","30","NORMAL|LIMITED|UNAVAILABLE","Estado factual calculado para o cabeçalho.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0446","ns=2;s=Plant.Areas.TANK.Equipment.P-801.SUCTION_PRESSURE","Pressão de sucção — Bomba de transferência","Pressão de sucção de contexto do equipamento Bomba de transferência. Condição hidráulica na sucção da bomba.","TANK","Tanques e mistura","P-801","Bomba de transferência","plant_context","","","number","bar","30","0..30","Condição hidráulica na sucção da bomba.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0447","ns=2;s=Plant.Areas.TANK.Equipment.P-801.DISCHARGE_PRESSURE","Pressão de descarga — Bomba de transferência","Pressão de descarga de contexto do equipamento Bomba de transferência. Pressão entregue pela bomba.","TANK","Tanques e mistura","P-801","Bomba de transferência","plant_context","","","number","bar","30","0..80","Pressão entregue pela bomba.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0448","ns=2;s=Plant.Areas.TANK.Equipment.P-801.MOTOR_CURRENT","Corrente do motor — Bomba de transferência","Corrente do motor de contexto do equipamento Bomba de transferência. Carga elétrica associada ao esforço da bomba.","TANK","Tanques e mistura","P-801","Bomba de transferência","plant_context","","","number","A","10","0..500","Carga elétrica associada ao esforço da bomba.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0449","ns=2;s=Plant.Areas.TANK.Equipment.P-801.BEARING_VIBRATION","Vibração do mancal — Bomba de transferência","Vibração do mancal de contexto do equipamento Bomba de transferência. Condição mecânica do conjunto rotativo.","TANK","Tanques e mistura","P-801","Bomba de transferência","plant_context","","","number","mm/s","10","0..25","Condição mecânica do conjunto rotativo.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0450","ns=2;s=Plant.Areas.TANK.Equipment.P-801.RUNNING","Estado de operação — Bomba de transferência","Estado de operação de contexto do equipamento Bomba de transferência. Indica se o equipamento está em funcionamento.","TANK","Tanques e mistura","P-801","Bomba de transferência","plant_context","","","boolean","boolean","10","true|false","Indica se o equipamento está em funcionamento.","LIC-801;LIC-802;FIC-803;AIC-804"
"SIG-0451","ns=2;s=Plant.Areas.WWT.Equipment.TK-901.LEVEL","Nível — Tanque de equalização","Nível de contexto do equipamento Tanque de equalização. Inventário armazenado no tanque.","WWT","Tratamento de efluentes","TK-901","Tanque de equalização","plant_context","","","number","%","60","0..100","Inventário armazenado no tanque.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0452","ns=2;s=Plant.Areas.WWT.Equipment.TK-901.TEMPERATURE","Temperatura — Tanque de equalização","Temperatura de contexto do equipamento Tanque de equalização. Temperatura média do produto armazenado.","WWT","Tratamento de efluentes","TK-901","Tanque de equalização","plant_context","","","number","°C","300","-20..120","Temperatura média do produto armazenado.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0453","ns=2;s=Plant.Areas.WWT.Equipment.TK-901.DENSITY","Densidade — Tanque de equalização","Densidade de contexto do equipamento Tanque de equalização. Propriedade física do produto armazenado.","WWT","Tratamento de efluentes","TK-901","Tanque de equalização","plant_context","","","number","kg/m³","300","500..1200","Propriedade física do produto armazenado.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0454","ns=2;s=Plant.Areas.WWT.Equipment.TK-901.TRANSFER_FLOW","Vazão de transferência — Tanque de equalização","Vazão de transferência de contexto do equipamento Tanque de equalização. Movimento de entrada ou saída do tanque.","WWT","Tratamento de efluentes","TK-901","Tanque de equalização","plant_context","","","number","m³/h","60","0..500","Movimento de entrada ou saída do tanque.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0455","ns=2;s=Plant.Areas.WWT.Equipment.TK-901.STATUS","Estado do tanque — Tanque de equalização","Estado do tanque de contexto do equipamento Tanque de equalização. Estado operacional do tanque.","WWT","Tratamento de efluentes","TK-901","Tanque de equalização","plant_context","","","string","state","60","IDLE|RECEIVING|SENDING|BLOCKED","Estado operacional do tanque.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0456","ns=2;s=Plant.Areas.WWT.Equipment.V-901.LEVEL","Nível — Separador API","Nível de contexto do equipamento Separador API. Inventário de líquido no vaso.","WWT","Tratamento de efluentes","V-901","Separador API","plant_context","","","number","%","30","0..100","Inventário de líquido no vaso.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0457","ns=2;s=Plant.Areas.WWT.Equipment.V-901.PRESSURE","Pressão — Separador API","Pressão de contexto do equipamento Separador API. Pressão interna do vaso.","WWT","Tratamento de efluentes","V-901","Separador API","plant_context","","","number","bar","30","0..100","Pressão interna do vaso.","FIC-901;LIC-902;AIC-903;AIC-904"
"SIG-0458","ns=2;s=Plant.Areas.WWT.Equipment.V-901.TEMPERATURE","Temperatura — Separador API","Temperatura de contexto do equipamento Separador API. Temperatura representativa do conteúdo.","WWT","Tratamento de efluentes","V-901","Separador API","plant_context","","","number","°C","60","-20..450","Temperatura representativa do conteúdo.","FIC-901;LIC-902;AIC-903;AIC-904"
